question_id,ticker,company,fiscal_year,filing_year,question_type,difficulty,requires_calculation,calculation,gold_evidence_text,gold_chunk_id,relevant_chunk_ids,source_section,source_type,expected_refusal,fact_id,notes,question,answer,normalized_answer,answer_aliases,reviewer_notes,fact_type,generation_mode,generation_model,source_chunk_id,negative_type,plausible_because,unsupported_because,validation_notes
META_2025_NUMERIC_FACT_944a90b3,META,Unknown,2025,2025,numeric_fact,easy,false,,"count the total number of user accounts across our products because we believe that would not reflect the actual size of our community. Rather, our Family metrics represent our estimates of the number of unique people using at least one of Facebook, Instagram, Messenger, and WhatsApp. We do not require people to use a common identifier or link their accounts to use multiple products in our Family, and therefore must seek to attribute multiple user accounts within and across products to individual people. To calculate these metrics, we rely upon complex techniques, algorithms and machine learning models that seek to count the individual people behind user accounts, including by matching multi",META_2025_10K_table_aware_256_000697_9ce0ce,"[""META_2025_10K_table_aware_256_000697_9ce0ce""]",Item 15,narrative,false,META_2025_NUME_56304a9e,Seeded from deterministic filing fact inventory.,What value did Unknown report for count the total number of user accounts across in fiscal 2025?,3%,3 percent,"[""3 percent"", ""3%""]",,,,,META_2025_10K_table_aware_256_000697_9ce0ce,,,,
META_2025_NUMERIC_FACT_8253babd,META,Unknown,2025,2025,numeric_fact,easy,false,,"While we expect the error margin for our Family metrics to vary from period to period, we estimate that such margin generally will be approximately 3% of our worldwide DAP. At our scale, it is very difficult to attribute multiple user accounts within and across products to individual people, and it is possible that the actual numbers of unique people using our products may vary significantly from our estimates, potentially beyond our estimated error margins. As a result, it is also possible that our Family metrics may indicate changes or trends in user numbers that do not match actual changes or trends. To calculate our estimates of DAP, we currently use a series of machine learning models t",META_2025_10K_table_aware_256_000698_bc9deb,"[""META_2025_10K_table_aware_256_000698_bc9deb""]",Item 15,narrative,false,META_2025_NUME_56955560,Seeded from deterministic filing fact inventory.,What value did Unknown report for while we expect the error margin for our in fiscal 2025?,3%,3 percent,"[""3 percent"", ""3%""]",,,,,META_2025_10K_table_aware_256_000698_bc9deb,,,,
META_2025_NUMERIC_FACT_333a7257,META,Unknown,2025,2025,numeric_fact,easy,false,,"as well as our ability to report these metrics at all. Our estimates of Family metrics also may change as our methodologies evolve, including through the application of new data signals or technologies, product changes, or other improvements in our user surveys, algorithms, or machine learning that may improve our ability to match accounts within and across our products or otherwise evaluate the broad population of our users. In addition, such evolution may allow us to identify previously undetected violating accounts (as defined below). We regularly evaluate our Family metrics to estimate the percentage of our DAP consisting solely of ""violating"" accounts. We define ""violating"" accounts as",META_2025_10K_table_aware_256_000700_60ad96,"[""META_2025_10K_table_aware_256_000700_60ad96""]",Item 15,narrative,false,META_2025_NUME_ef5eea86,Seeded from deterministic filing fact inventory.,What value did Unknown report for as well as our ability to report these in fiscal 2025?,"2025,",2025 number,"[""2025 number"", ""2025, ""]",,,,,META_2025_10K_table_aware_256_000700_60ad96,,,,
META_2025_NUMERIC_FACT_25ef3ab4,META,Unknown,2025,2025,numeric_fact,easy,false,,"believe an individual person has one or more violating accounts, we do not include such person in our violating accounts estimation as long as we believe they have one active account that does not constitute a violating account. In the fourth quarter of 2025, we made certain updates to the methodology we use for this estimation, including to incorporate updated data signals as a result of improvements in our ability to identify activity we believe to be violating our policies, as well as to focus on the most recent account activity when determining whether to include a person in our violating accounts estimation. Accordingly, in the fourth quarter of 2025, we estimated that less than 5% of o",META_2025_10K_table_aware_256_000701_4b942c,"[""META_2025_10K_table_aware_256_000701_4b942c""]",Item 15,narrative,false,META_2025_NUME_d2dc1138,Seeded from deterministic filing fact inventory.,What value did Unknown report for believe an individual person has one or more in fiscal 2025?,"2025,",2025 number,"[""2025 number"", ""2025, ""]",,,,,META_2025_10K_table_aware_256_000701_4b942c,,,,
META_2025_NUMERIC_FACT_170e2b3b,META,Unknown,2025,2025,numeric_fact,easy,false,,"our DAP consisting solely of violating accounts on an annual basis in our Annual Report on Form 10-K. Violating accounts are very difficult to measure at our scale, and it is possible that the actual number of violating accounts may vary significantly from our estimates. User Geography Our estimates for revenue by user location, as well as year-over-year percentage changes in ad impressions delivered and the average price per ad by user location, are also affected by data limitations and other challenges in measuring user geography. Our data regarding the geographic location of our users is estimated based on a number of factors, such as the user's IP address and self-disclosed location. The",META_2025_10K_table_aware_256_000702_219491,"[""META_2025_10K_table_aware_256_000702_219491""]",Item 15,narrative,false,META_2025_NUME_81bd1312,Seeded from deterministic filing fact inventory.,What value did Unknown report for our dap consisting solely of violating accounts on in fiscal 2025?,10,10 number,"[""10 number"", ""10""]",,,,,META_2025_10K_table_aware_256_000702_219491,,,,
META_2025_NUMERIC_FACT_f6411cbf,META,Unknown,2025,2025,numeric_fact,easy,false,,"Business Overview Our mission is to build the future of human connection and the technology that makes it possible. Our products enable people to connect and share through mobile devices, personal computers, virtual reality (VR) headsets, and AI glasses. We are innovating in artificial intelligence (AI) technologies to build transformative experiences and capabilities across our Family of Apps and new platforms, and to advance our vision to deliver personal superintelligence for everyone. We build technology that helps people connect and share, find and build communities, and grow businesses. We also help people discover and learn about what is going on in the world around them, enable peopl",META_2025_10K_table_aware_256_000703_1920ed,"[""META_2025_10K_table_aware_256_000703_1920ed""]",Item 1,narrative,false,META_2025_NUME_f38ebe04,Seeded from deterministic filing fact inventory.,What value did Unknown report for business overview our mission is to build the in fiscal 2025?,2,2 number,"[""2 number"", ""2""]",,,,,META_2025_10K_table_aware_256_000703_1920ed,,,,
META_2025_NUMERIC_FACT_0166ad41,META,Unknown,2025,2025,numeric_fact,easy,false,,"introduced passthrough capabilities, which allow users to experience the immersion and presence of VR while still being grounded in the physical world, through our Meta Quest devices. Our wearables efforts include our AI glasses and long-term AR initiatives. Our current AI glasses include the Ray-Ban Meta and Oakley Meta glasses, which feature Meta AI, our advanced conversational assistant, as well as other features such as hands-free interaction. As we continue our long-term efforts to bring AR glasses to market, in 2024 we also unveiled our Orion prototype, a pair of true AR glasses that overlay content on top of the physical world. It does this with an industry-leading field of view and i",META_2025_10K_table_aware_256_000707_ff4c2e,"[""META_2025_10K_table_aware_256_000707_ff4c2e""]",Item 1,narrative,false,META_2025_NUME_409b7d36,Seeded from deterministic filing fact inventory.,What value did Unknown report for introduced passthrough capabilities which allow users to experience in fiscal 2025?,2024,2024 number,"[""2024 number"", ""2024 ""]",,,,,META_2025_10K_table_aware_256_000707_ff4c2e,,,,
MSFT_2025_NUMERIC_FACT_9191bfbf,MSFT,Microsoft,2025,2025,numeric_fact,easy,false,,"Legal Proceedings Item 4. Mine Safety Disclosures Item 5. Market for Registrant’s Common Equity, Related Stockholder Matters, and Issuer Purchases of Equity Securities Item 6. [Reserved]",MSFT_2025_10K_table_aware_256_001089_90a582,"[""MSFT_2025_10K_table_aware_256_001089_90a582""]",Item 3,narrative,false,MSFT_2025_NUME_d8fe109e,Seeded from deterministic filing fact inventory.,What value did Microsoft report for legal proceedings item mine safety disclosures item market in fiscal 2025?,4,4 number,"[""4 number"", ""4""]",,,,,MSFT_2025_10K_table_aware_256_001089_90a582,,,,
MSFT_2025_NUMERIC_FACT_9f2605b4,MSFT,Microsoft,2025,2025,numeric_fact,easy,false,,"Controls and Procedures Report of Management on Internal Control over Financial Reporting Report of Independent Registered Public Accounting Firm Item 9B. Other Information Item 9C. Disclosure Regarding Foreign Jurisdictions that Prevent Inspections PART III Item 10. Directors, Executive Officers, and Corporate Governance Item 11. Executive Compensation Item 12. Security Ownership of Certain Beneficial Owners and Management and Related Stockholder Matters Item 13. Certain Relationships and Related Transactions, and Director Independence Item 14. Principal Accountant Fees and Services",MSFT_2025_10K_table_aware_256_001092_fc55c8,"[""MSFT_2025_10K_table_aware_256_001092_fc55c8""]",Item 9A,narrative,false,MSFT_2025_NUME_c2699949,Seeded from deterministic filing fact inventory.,What value did Microsoft report for controls and procedures report of management on internal in fiscal 2025?,9B,9000 million,"[""9000 million"", ""9B""]",,,,,MSFT_2025_10K_table_aware_256_001092_fc55c8,,,,
MSFT_2025_NUMERIC_FACT_d7b97e2a,MSFT,Microsoft,2025,2025,numeric_fact,easy,false,,"and Analysis of Financial Condition and Results of Operations,” and “Quantitative and Qualitative Disclosures About Market Risk” (Part II, Item 7A of this Form 10-K). Readers are cautioned not to place undue reliance on forward-looking statements, which speak only as of the date they are made. We undertake no obligation to update or revise publicly any forward-looking statements, whether because of new information, future events, or otherwise. PART I",MSFT_2025_10K_table_aware_256_001094_3a169a,"[""MSFT_2025_10K_table_aware_256_001094_3a169a""]",Item 15,narrative,false,MSFT_2025_NUME_ec2f0af1,Seeded from deterministic filing fact inventory.,What value did Microsoft report for and analysis of financial condition and results of in fiscal 2025?,7,7 number,"[""7 number"", ""7""]",,,,,MSFT_2025_10K_table_aware_256_001094_3a169a,,,,
